tweets,labels
TDN - Programming Focus on worlds only network tdntv.ca,0
wow that was really offensive...,1
Why Aren't We Fixing This?,0
We here at City Living love !,0
IM SO READY FOR SCHOOL IDK WHY YOU GUYS ARE SO MAD OR SAD ABOUT IT COME ON GUYS ❤️❤️❤️❤️😭😭😭😡,1
Only 2 days to go until the next LATE event. Great line up of DJ's now confirmed. Are you looking forward to it?,0
Gender and Politics: Patriarchal Discourse on Social Media,0
"FREE LIMITED TIME, COP IT NOW!",0
is so convenient! Especially when my bus just doesn't show up at all for some reason,1
"makes the cut, will join 10 other contenders on stage at for the 2nd this Wednesday.",0
Having a 24 marathon because I need more stress in my life.,1
Just had to share a little Am I the only one who feels like this though?!!,0
Let HIS peace settle YOU!!!,0
It's 9 o'clock and I'm having a fucking wonderful day,1
Wo Ai Ni ☺🌹 Accountancy,0
"Thank you to those people lining up already even though their seat sections aren't called yet, and blocking airplane boarding",1
Arnold Schwarzenegger Named Host of 'Celebrity Apprentice',0
Panthers rookie Rau wont let size deter NHL dream,0
Carson Fears for Future of US Without Change in Direction,0
Biotech I love you. ORAYTTT,1
"Be in harmony with yourself, be in harmony with all.",0
Great mug. I want one!,0
What does the community think about the &amp; that matter most?,0
Boy do I love not being able to sleep because if snoring parents.,1
"I only got my season ticket today! Glad I'm not going tomorrow now, same old Panthers!",1
"Why sleep, when you can stay up all night being sad, then feel like shit the next day?",1
All the ways the world was unfair to Harper will no doubt be the focus of wandering minstrels for generations to come,1
"- Even now I would a type of ""middle ground""? I what I'm doing, you? 👉⌛️🌏✌️🔑🔓❓❓❓",0
Maybe Kim Davis is blocking gay marriages because she's protecting them from divorce. After all she's the expert on it.,1
Her parents must be so proud.,1
.Please Make My Book a New York Best Seller ~ From Russia with Love,0
♮› 3D Black coated metal A great and gift idea!,0
: precarious Aug 2015 market.,0
What will win next!?!,0
Precious when they coordinate poops to occur simultaneously. Love it.,1
When people start with me about and/or the put up a shitty argument saying they're right.,0
This Delaney moron actually co-wrote an Amazon series? Well let me log in and check that out immediately.,1
Lake Windemere B-7 School - Skoolbag - SKOOLBAG PTY LTD,0
"reviews ""The Prize"" in",0
I have such nice friends😂😂😭😭 lmfao,1
"funny, I thought she was refusing to abide by the law and do her job. My mistake, she was just being a twat.",1
Getting revenge at bed time:,1
Great idea // Uzbekistan Airways will weigh passengers before flights,1
Politics Upended in Britain and America,0
Oh good. Just what we need. More Tory peers.,1
OHHH I JUST SAW THAT TWEET,0
World Peace News : held 3rd Alliance of Religions' d...,0
not to the pen trade him!!! Shed that monster contract!!!,1
Martin Shkreli buys rights to AIDS medication and jacks up prices 5500%,0
For a comprehensive process in,0
"but the 16th chapter of Mark is in the Bible, therefore it happened just as it says.",1
"Now there you go again, Bob, trying to complicate partisan politics with trivia like ""data"" and ""facts.""",1
Sounds like the perfect closer...,1
That's a new one for Tim.,1
You would think I would be thinner!,0
WHAT? NOT BRUCE JENNER !?!?!?!?,1
"Well, at least they tried not to make it obvious.",1
example of how difficult it is today to help within communities enhance and get rid of,0
I Feel Bad About My Neck - Nora Ephron | Humor |419941747 bestselling ...,0
"Yeah, that's their answer to everything: ""Just a weird rock."" Whole lot of ""weird rocks"" on Mars, amirite?",1
Aww Gordon hit the wall...so sad!,1
I'll try to remember!,1
Bad? He looks cool as shit and that has to account for something!,1
Pope Francis' call for 'peace and reconciliation' is bearing fruit in Korea -,0
Not a hopeLESS a hopeFUL one.,0
It's my lucky day... I should buy a lottery.,1
will B 1st sworn in from,1
We all wanna escape some times,0
can't win all the time it wouldn't be fair to the other teams 😂😂😂😂,1
"Although There Have Been Gains, Colleges Still Have Strict Free Speech Codes",0
"Don't forget about Gamers too! Those racist, misogynistic, straight white male virgins. They must be eliminated!",1
Great insight from about how to improve your and experience,0
VIDEO: Will economic plan work?,0
[JAE IG UP] - Somi's Birthday Card,0
Niqqas dead just got ready for work on a sunday,0
"Yeh, funny how that works. The teams who have the most wins after 162 games usually make the playoffs. Double",1
Throwing up! Yay! 😷,1
This burn is for you Jack 🔥🔥🔥,0
HEZBOLLAH APPROVED Leader says Russia in Syria a 'great development',0
but I thought we were their objects for their attention?,1
"Only niggas kill, right? Black on black crime is the real issue too, right? 😑😒",1
"PS, Dan I don't love you.",1
"Retweeted Tony P ( Actually, I take that back. She gives hippies a bad name ;-)",0
aww he's saying My Heart is a Ghost Town in German,0
You have hit the pinnacle of your professional life.... you and Dennis in the same mention... WOW,1
Knowledge is power site: Some drink at the fountain of knowledge others just gargle. More,0
I definitely see the improvement in special teams this preseason!,1
where Is this from? I'm,0
yeah totally I want a analysis!!!,1
says... Echo is back so I guess he'll dirty up with Echo... and this is not predictable,1
The Business Podcast that Doesn't take itself too seriously,0
At least it isn't muggy out this early Sunday afternoon..................,1
What's blue and smells like red paint? Blue paint.,0
Photo Tip No. 32 New Stock Illustration - College Education,0
What a beautiful day!,1
There were no christians incarcerated before this woman?!? What a hateful time to live!!!,1
CFTC Approves NFA Rules Affecting Forex Dealers - The National Law Review: CFTC Approves...,0
Just what Illinois needs....Jenny McCarthy.,1
would just be glad to get there right now.,0
Well Streamate is on point tonight,1
"""Don't Poke the Bear 3",0
"Oh my God, Huckabee....You're so hilarious...ha ha...ha.......ha.",1
I love life rn &amp; that's not,1
advertises raising pay for lowest level employees...but then fires 1000. NOBODY saw this coming.,1
"oh, I do. I base all my fantasy scouting on the first preseason game of the year.",1
Tautology at its best.,0
Recognize Ur peace within NOW n give it more space. Adyashanti,0
Being sarcastic is not easy! :P,1
Which candidate will drop out next? here:,0
I will... mind you be a bit hard to tweet from Resus.. hahahahaha..#tubes,0
too to your From young to old the at the,0
Most important question in all this now is...how much does Jimmy Garoppolo play tonight?,1
"This is great, I get to see people live tweet wresting. Awesome.",1
Asian-American Advocates Join -,0
It was just so smart to allow Gomez to create his own approach up there. Currently working super well.,1
"Please, make your eye brows thinner guys love it when you have none",1
I'm really regretting not paying the $49 for Rousey since the entire thing was on Vine 100 times 1 minute after it was over!,1
"News In Boston speech, Obama unveils executive order for more paid sick leave - Washington Post",0
How a mother from &amp; finds,0
Good Night World 💞💞💞💞 Be The Difference,0
"Lets make an account, so we can creep, not have no activity &amp; we don't even like each other. OKAAY.. Cause that makes sense?",1
"So are all cement guys dicks, or is it just because I'm a girl dealing with men's work?",1
Wow I love playing phone tag with colleges it's so much fun and not at all a trigger for my anxiety,1
A3: By putting it on the end of year tests?,1
"This has been an awesome year, if you ignore all the bad shit.",1
I'm I'd be even cooler if people actually realized it!!,1
Dold Talks Medical Research with Marathon Pharmaceuticals Employees,0
Two charged in cocaine case:,0
And the experience just gets better and better *she says with a face like thunder* And I get to pay for it too,1
wondering who the regular genius is that wrote such an intelligent add for Romans pizza...,1
Tell all of those 6 people in the background to get out of the shot.,1
story of my life - follow me for more -,1
"More Proof That When It Comes to Hiring, It’s Who You Know",0
I love how I buy clothes and accessories for and then don't wear them.,1
"Back to work after a break and the train is 15 mins late. Ah, how I've missed you",0
And the world was always a good place to live in!!! *holds a board*,1
"Bible-toting Trump defends Christmas, slams Rubio",0
"This Cutting-edge University Caliber Program Offers Multiple Levels Of Learning, From A 26 Lesson P...",0
"Wow! Your so cool because you talk about smoking cigarettes, weed, chewing tobacco, &amp; drinking all the time.. 😉👌🏼",1
"Office work, checking supplies &amp; getting bills together. L♥VE the end of the month and it's going to be ☼ 90° F this weekend!",1
Season 4 of what exactly?,1
Natural remedies avoid the of,0
Happy National Dog Day!!! via: _,0
Dad just admitted he knows he's mean to me. So that's made me feel good.,1
In the political correct trending Wars is &gt;&gt;&gt; good or bad?,1
Love Mark Lawrenson's commentary haha MalaysiaXLvsLiverppool,1
Oh how much fun it is to sit in a trax train that isn't moving! what is going on,1
REALLY HOPE I WORK NUT CART TODAY SO I CAN LISTEN TO OLAFS SUMMER COOL DOWN EVERY HOUR ON THE HOUR 😅,1
Why do you listen to such douché music,1
Wanna hear a joke?,1
Disappearance of 43 Mexican students still unsolved 1 year later,0
Never tell your problems to anyone...20% don't care and the other 80% are glad you have them...,1
Haha repost frim fuckjerry,1
You can reach Ben Cardin’s office in Montgomery County to leave a message at (301) 762-2974.,0
"Yes, because other people should control our happiness and determine how we feel about ourselves.",1
how dare you refuse a perfectly reasonable offer. I mean it's not like he asked for a kiss!,1
I can never seem to get a Tesla in Shenzhen when I want one,1
"Germany Gives At Least 10,000 Migrants Warm Welcome: MUNICH (AP) — Embracing its role as a def...",0
GOP's Fiorina Shows off a Lighter Side on 'The Tonight Show',0
Pinot is descending awesome.,1
"Yep, you looked very rotund at gencon.",1
Thanks for closing yet another road!!There wasn't even a sign until the closure.,1
"11,000 people honoring in and Not one riot...not a single business destroyed.",0
Find your writing center …,0
"“ You're joking, right?”",1
"A day without sunshine is like, you know, night. Steve Martin",0
Just as hard as they are drafting a bill.,1
Next should be held on a playground.Candidates picked by those fastest to grab a swing. Moderated from the jungle gym,0
Love that I'm scheduled 35 hours the first week of college 😑😑😑😑,1
A personal thanks to for being super accommodating to moms with infants.,1
Hilarious review!“A jizz shot was the only sure-fire way to return these undead creatures to the grave!”,0
Sleeping In The Shadow Of Morpheous – P1 Jordan Clayton,0
"this fella's bgm selection of ""magic journey"" :-)",1
Judge to salman:what do u call this driving over ppl on footpath Salman:Bieng human,1
wow. Much funny. Very original. So cool.,1
Another beautiful summers day!! 😬 bring on las vegas/carribean! 3 weeks and counting 🌞,1
What if every song about drinking was about smoking crack instead? Would you dig hardcore at all?,0
no....I would never have guessed...,1
"All-night Tube service launch deferred, London Underground say -",0
Director Danny Boyle confirms 'Trainspotting 2' is in the works,0
Carson Talked To Kanye And Was 'Extremely Impressed' With His Savviness...,0
"I want to go to IKEA, hide in a wardrobe, wait for someone to open it and yell ""WELCOME TO NARNIA"".",1
The Daily curated news on and is out ~,0
I think is going to break One America News Networks' website tonight (if he hasn't already),0
Blown away by the size of this generous,1
The philosophy of life is all about ass:,1
10 Ways Mobility-as-a-Service Changes Your Lifestyle: Just about everything related to transportat...,0
A Simple Tool to Create Stunning Video Animations for Your Class via medkh9,0
"post office box fee went up 16% over last year. I guess I know which customers are your Thanks, guys.",1
Lastest Pharmaceutical Drugs auctions,0
"When your dad thinks your doing drugs but your not, your just tired 💊💉💊💉",0
Wow. What a read. Couldn't put it down! We'll have 22K fans show 'em what's up.,1
Charlie loves his little brother.. 😑,1
Sunday night's sky will reveal a blood moon — a …,0
You mean to tell me that the leading GOP candidate for President has the support of racists? Is this a first?,1
✔∂ guitar pick handmade,0
"""Malaysia files for divorce"" is trending. I'm still trying to figure out who the hell married an entire country.",1
The former Maryland governor accuses Democrats of trying to suppress debate among their presi...,0
South Korea finance minister says will boost defence related spending: SEOUL (Reuters) - South…,0
"best line i've seen about the guy the just got. ""he's from Dublin, OH and already hits like an Indian...""",1
Thank you for your wisdom &amp; light at last!,0
Because we all need a bit of in our lives and a bit of a laugh on a arvo,1
The most soothing sound in the world is when Maverick gets ahold of an empty water bottle and goes bananas for 3 minutes.,1
Fucking love school food 😍,1
"""The Joys of Self-Driving Cars and the F’ng Future""",0
So glad to be going to the beach this weekend just to have thunderstorms predicted... ☁️⚡️☀️,1
". Um, hello? They're gonna end SS for people earning $200K in retirement income with several mil in assets.",1
". Probably the grocery store because ""everything is a chemical"" right?",1
"because making things illegal never makes the matter worse, right?",1
"We should just privatize the military, police force, and fire safety. I think we would be a lot safer in the hands of big business.",1
I just LOVE it when people read my texts and don't reply😊,1
Tell to ask GOP candidates how they plan to via,0
"Wileyfox announces the Storm and Swift, powered by CyanogenOS •",0
"Also, pls note is as great at forwarding mail as they are at holding it.",1
Don't you love Tuesday evening curveballs?,1
"Every school day 43 are diagnosed, and only 10 have been developed since 1980 just...",0
I feel like writing a song about going down to the river. Thats fresh right?,1
Oh how good of them,1
this will interest YOU in the headlines again,0
Obama expresses regret to Japan's Abe for spying charges,0
Principled Compromise is Compromised Principles,0
"what about the touch in the curve before? No no, of course it wasn't unfair",1
to last week when I got lost on my way to the bathroom in a Texas hospital. 😂,1
7 Skills Fostered in via staceygoodman edutopia via sparepartstud…,0
"Besides, the insurance co &amp; repair shop would been a pain.",1
East Africa: Countries Drafting Plans On How to Stop Planet From Warming Further -,0
Or don't reply to me. That's cool to. 🙌🏻,1
"I'mma let you finish, but I'm gonna b one of the greatest presidents of all time, bruh.",1
"New Hot Air-Townhall/Survey Monkey poll: Trump way up in GOP race, but Hillar...",0
in could help create more to fight and -,0
"Yep, clearly nothing to the whole theory.",1
it's getting harder and harder to believe that we share the earth with people who are capable of these kind of things.,0
is doing some fair &amp; balanced reporting this morning by asking pundits about trustworthiness &amp; Joe Biden.,1
"Good morning, Are you ready for the Cause I sooooooo am",1
"Well, well, well, ah USA, you're such an inspiration to the world...",1
"Well, that was a shock!",1
"U can't deny that Nicki Minaj is a genius when she says ish like this - ""Used to call me Hillary ’cause I Rodham"" 😒",1
Good Report from the Dentist!,0
Developing &amp; Writing a Pitch for your Book,0
I am confused. I thought I was watching Man United rather than Stoke City.,1
Holy shit Kermit and Miss Piggy broke up!?,1
18 Things You'll Understand If You're A Massive Lightweight,0
The Great British Bake Off episode eight – live: It’s quarter final time for the five remaining bakers w...,0
I love when my parents ask me what happened to a girl I talked too 😂,1
whoa. Hold on let me takes notes from this pro. XD,1
Funny Sportsmen Faces 183 (23 pict),0
Over bloody slept got to be in work in 20 mins 😂 I'll make it,0
I can't believe that just happened. Good thing I know what was going on,1
It's a cold one out there,1
"Japan's Abe government want to turn back to pre-war "" empire""",0
- Catalyst For Nuclear War? - Today via,0
made a great discovery.But make sure James Cameroon doesn't make a cash grab movie on Earth 2.0 fed up with alien obsession,1
Worried about gross bacteria in your house? Get rid of pets - and men,0
“Noblesse oblige” - to stupidity and incest!,1
"WHAA? But Sony &amp; Valve good? They give Steam Sale &amp; Shenmue 3! EA, Microsoft, &amp; Activision bad &amp; greedy.",1
"Am weak o"" so dead man stil dey tweet""",0
It's only my second language 😁,1
"Great start. Appointment delayed, and I have no coffee in the house.",1
My tweet was a sarcastic response to your sarcastic tweet. Sarcasm everywhere.,1
Wow! Should be on big debate stage. See why &gt;Santorum at the,0
How I Came to Be - Carmen Lorente | Humor ebooks free ...,0
THE DEAD COW LECTURE,0
Bobby Jindal's escalating attacks against Donald Trump,0
is cited by &amp; as an influence.,0
"The 83% can't afford cheese anyway, so Putin is fine.",1
Reason why i hate everyone! sarcasm_only's photo,1
Brilliant… Banksy's Dismaland in Weston-Super-Mare via,0
Shoutout to for taking the courageous decision of appearing in the Vouge cover without makeup. Such a hero!,1
Is it the seventh inning already?,1
We request you all to and ..,0
Huge Network | Congressional leaders ask members to show restraint when pope…,0
Politico: Black lawmakers give Joe Biden a warm reception,0
He's so pretty !!,0
New survey of the &amp; residential rehabilitation sector. Link for service providers:,0
Donate to the veterans We all know your going to BANK from the debate because of Trump.,0
truly help in bringing out the artist in you.,1
Yeah I know there is one coming...was just being ;),1
BorowitzReport: Sentiment Building to Nation’s Don't…,0
One thing I love about AP bio is knowing that we will be throwing all the work we do at home in the trash at the end of the year,1
I'll pro everybody on daily bonus,1
Oh I forgot that we don't have a police brutality problem. Pshh not in America,1
"or, The only thing Scott Walker is good for at this point is making Jeb Bush look smarter.",0
Millions to be thrown into poverty as world shifts threshold,0
By far the best morning I've ever had!!,1
If is the lowest form of wit then why is everyone so keen to understand their sense of humour?,1
After Chinese scientists announced in April that…,0
(the lowest form of wit) :-),1
"So glad I don't have that channel, so they can't annoy me.",1
New experiences at work today...,1
"Hello, I'm a human too 😊 incase you forget, cause lately you've been treating me like ain't one.",1
Hillary Clinton&amp;#8217;s e-mail issues have grown into a massive political problem,0
New album coming 10/9 for preview on youtube. Pre-order today for itunes!,0
My friend send me this pic with no reason,1
I get it but by the time it's sorted there won't be a table until 2019!!!,1
21 Reasons Are Better At &amp; Partying - via,1
"7-Eleven workers should be granted amnesty, Labor says",0
He's right. There are way too many strict gun laws as it is. $pleasestoptalking,1
DIY data puts the 'power' in powerpoint,0
Turkey protests direct intervention in by Russia,0
The Sons of God are led by the Spirit of God; not driven by anything. in Christ's ability...,0
Good to see the re-breather Hunter helmets are making a comeback.,1
What is it that you are looking for?,0
we defend what we are told to. We don't care about logic.,1
Pros And Cons Of Standardized Testing via,1
Gov. Christie orders leader of N.J. National Guard to lose weight,0
A totally not panic-attack inducing way to spend a Sunday night.,1
Abbott's pale blue ties have darkened recently. Profound changes ahead?!,1
Members of SYRIZA’s Central Committee Continue to Defect to Popular Unity via,0
I in the this,0
great fight! Figueroa vs DeMarco will prove who's the best P4P,1
Costumer service award to for closing fike all week without any warning on the website.,1
"With a name like that, bitch had it coming... - for more -&gt;",0
Fostering and Transforming One at a Time,0
2 am with my minnie,0
night Watching &amp; laughing! Thanks &amp; goodluck!,0
😂😂 Follow me on SnapChat GorgeousBebe12,0
Air Transat officially sucks balls. BTW thanks for the free corn nuts.,1
White House isn’t done counting Iran votes yet,0
upload — eating merienda,0
"love how minorities are meant to ""gracefully"" deal with literally everything in a ""calm"" fashion",1
hey there thx 4 following please hang on &amp; enjoy the ride,0
So true - Happy fellow &amp; lovers!,1
Better than tho. (Link to full video on IG bio),0
Police arrest four people on charges after executing search warrant in Victoria Harbour.,0
omg so what he grew hemp he just used it for paper,1
Simple and Practical Tool to Survive College,0
Are your cats good at finding the toys they've hidden?,0
"No they can't, but might",1
Lovely sunset !!!! ☀️🌏🌗,0
"When you find your and of mental health, and find you,…",0
This is worse than the cover,1
you missed my Jorts,1
✯} guitar pick handmade,0
YourStoryCo : brings creativity to school through experi…,0
How many of you believe in telekinesis? Raise MY hand!,1
That one friend who can pronounce words well,0
Cheat? CPC CHEAT??? You don't say!!!,1
Really??? This should really increase your support among women...,1
There's no such thing as a traditional Irish Atheist and jet fuel can't melt steel beams,1
"Yay, the 152 wins.",1
so tired of good old boy a club with Chiarelli. When will it stop with him. Oilers will never be better,1
Consumer Watchdog | Mobile mystery why protects I hope that was,1
"""I could have …""",0
requesting in advance?!?! This festival has changed and no longer supports the locals!,1
"That's alright, spend your free time with your friends it's not like we had plans!",1
So in parallel universe Altaf Hussain have made some serious decision ..,1
Living an hour away from school instead of a couple minutes away really sucks.,0
My first ever story. So in love with this tool! Check it out:,0
I sure know how to pick 'em,1
Reviewing Colbert’s ‘Late Show’ premier,0
But he could be a ghost like Mike Franks.,1
Excited to meet TOMR'W Care w/ People Who Use &lt;Sept. 22&gt; !,0
Larry Byrd would've done the same thing,1
"Some from President Obama, did you give him lessons ?",1
Breaking news as cosplay enthusiasts overrun 93th Victory Day celebrations.,1
Nurses aren't supposed to laugh.......,0
Love coming on here and seeing the aftermath and subtweeting of gay Twitter fights,1
America's long-time enemy in the Middle East. Really hoping for renewed diplomatic relations here.,0
Hell yeah tomorrow is friday you know what that means????????? Going to the field over the weekend....,1
A 5 year old's observations on the Republican debate,0
They really went to town designing the new one.....,1
"I've rcvd an Australian Award for University Teaching 2015, Citation for Outstanding Contributions to Student Learning. Go HAP!",0
"I know, I'm just messing with ya. Figured I would try and act hard on social media cuz I heard women love it.",1
Tried To Make With With The ‘ ’,0
"Yes, desk it night show",0
"Fleetwood Mac while sourcing = AMAZING. Rumours is awesome, take a listen sometime!",0
The lesson of MUUUST be that Black people just shouldn't smoke cigarettes,1
Both sport a number 3 on the back of their Seattle uniform and 13 combined letters in both first+last names.,1
"This is a bit ""cheeky"" (haha...get it?). Love it!",1
I have two minutes to get to class and I'm still on the shuttle bus,0
Web design and hoting,0
"This ought to help with all our water issues. By all means, let's continue to do stupid shit...",1
Number One World Smuggler on Jacks Prices Up Drugs to Drop :(,0
"""Predicting the Next Juvenile Revolution""",0
"yes, he's obviously contrite, humble, and has learned his lesson.",1
"I'm all wrong; it's the inevitable solution to my problems. Everything around me is perfect, right? 😒",1
"You know what you should do when designing UI for an email app? Make the ""send"" button almost impossible to find.",1
Gilas falls: Palestine deals day 1 shocker: Gilas Pilipinas guard Ter...,0
So happy I finally got to watch the 🇺🇸,0
Bencic was in full brat mode today. How come no one is dragging her? She was worse than NK was last night.,1
Yay is birthday how excited I am to turn 20 tweet,1
Falling in love dopamine desire same brain changes as addiction,0
Woooo thanks for that,1
so glad i took a vacation week! waiiiittt,1
New Zealand Will Create A Massive Ocean Sanctuary,0
Find your writing center …,0
Explains a lot about us in IT right ?,1
"The audio on lasts nights podcast, it was almost as if they were using a real microphone",1
Fantastic battery life. 20% down in 20 minutes.,1
I like being ignored,1
Meet Wileyfox: An 'edgy' new mobile brand powered by Cyanogen - CNET,0
and are here to stay and we have no running for 2016 so let's talk about relevant stuff,0
"If God is who he said he is, humans would not be arguing to prove god's existence. Those hide &amp; seek games are for kids😃",1
"Math and science quality, 2014 ..... :",0
Watch Lady Gaga in Haunting New 'American Horror Story' Trailer: Lady Gaga's appearance in the trailer ...,0
sorry I thought you could see my font :-),1
Drug use and their interaction with food and alcohol etc Useful information for patients,0
No need for stream of consciousness on or That's why 4 tweets for GOP Debate 2. I'll clean feed.,0
The Blonds Kicked Off NYFW By Making History: David and Phillipe Blond unveiled two brand new ma...,0
Well this is fun viewing,1
"Oh, there's a new version of Visual Studio - I never knew!",1
Good girls are bad girls that never get caught,1
I can't wait to run into one of these groups around town....,1
Have not written a lot of code today because we were in a meeting about why the project is late.,1
Yeah. Never leave home without your bombs. :),1
Today is a prime example of why Nashville is a dull city where no one wants to live. There's nothing to do tonight.,1
Most kids today don't have a clue (plus he's done plenty of shitty movies in the last 15 years).,1
I like to think that it's my feminine wiles that keeps the hotties around...,1
"""Let us more and more insist on raising funds of love, of kindness, of understanding, of peace. ~ Mother Teresa",0
"; Carrie Bickmore broke down on The Project last night, and we don't blame her. …",0
are taking a slice of the pie for both and,0
"Please continue to retweet, I love getting on here once every few days and seeing one name for 4 hours of scrolling👌🏻",1
kupajo33: mercnews Josh_Richman ChrisChristie MikeDuHaime 55 is worth fighting for + = Solution ericschmidt Bill…,0
"Gee, thanks for the retweet. You have shown such leadership on the NJ Transit issue this week.",1
Construction accident knocks out power at Sahara Avenue DMV office...,0
"I just stepped on a grape and it didn't say a thing, just gave out a little wine.",0
Straight Out of Compton spoiled for me...Eazy-E died?!?!,1
is the best kind of logic....,1
You just noticed that ? 😂😂😂,0
ha I can easily see how someone would mistake this for a real news source,1
clearly all these INTs in camp are proof that Rodgers is too distracted by Olivia,1
This is so funny.,0
": India has destroyed only 30% of illegal drugs seized in 10 years, study reveals",0
You forgot to use the,1
Stones for Sanity book about younger adult Inmates working a County Prison farm,0
Isn't it remarkable that the religion you grow up with always turns out to be the right one? ~ Richard Dawkins,1
Sympathy for our poor prime minister surrounded by so many meanies who lied to him,1
I still work at my old job for the one day a week that the head chef graciously let me work 😃,1
Playful can be fun in a it can also quickly slip into hurtful banter.,1
Boom... Max is back at junction !,0
"Hillary Clinton's Sad, Extremist Rhetoric",0
Hodgson eyes perfect record against San Marino,0
I've had all this wonderful pain I can take today.,1
News: Now three blackboards to every empty classroom... Guaranteed!,0
The war on has been referred to the new Jim Crow. Wow.,0
all this way to eat in the big M restaurant,1
Good to see Inglis running with a bit of purpose doing the hard yards.,1
Really appreciate that your customer service responded to the complaint email I sent a week ago.,1
ANDERSON ( OFFICIAL ),0
I hope this got cancelled!,1
Glad the dryers don't wotk!,1
Republicans to Call for Climate Change Action,0
Harvard Study Shows that is Actually Good for You,1
Which Popular Are Going in 2014-2016? Find out here,0
all the restaurants and construction the banks never materialized,1
I love waking up to puking,1
Visit to learn more about candidate in City Council Election - &amp;,0
β-Blocker makeover: Revamping existing for improved environmental,0
My walk from English class to History is reminiscent of the walk from Flannery to Newman freshman year for speech classes,0
"it was the night we took for the first time, I think we feel in love for the first time",0
May you be at ease in all situations!,0
Yamanote how I missed you.,1
MT what did HS seniors abuse?,0
EXCLUSIVE: How Linda Perry and Sara Gilbert's 6-Month-Old Son Inspired Their Children's Album,0
Who has been watching ??? I started last night and I love it.,0
Working for a large corporation who don't give a crap about their employees makes me happy.,1
oh dear imagine the shame of organising food parcels for asylum seekers,1
Nothing is more like me than this 😂,1
Deez Nuts are on the ballot. If he wins that means all of USA is NOT angry. via,1
Oh man who needs Youtube I have Toonami Preflight for music video needs,1
"Absolutely. It's called the Planned Parenthood defense. Only the source matters, not the arguments.",1
Case Keenum wins job as Rams backup QB,0
I can't even tell you how much I was looking forward to another Orton/Sheamus match.,1
Always lovely when parkway South is being a taint,1
New : by myse…,0
reviews movie The Program &amp; finds there's lots to talk about,0
School Starts Next Week....Isn't Exciting??,1
So my parents decide to take a road trip at 8 this morning...,1
Your night-by-night guide to geeky tv this fall (pictures),0
I am having the best Monday morning in the history of Monday mornings.,1
Kicked Syrian migrant offered football role in Madrid,0
"to Megyn Kelly at the ""I ONLY call Rosie O'Donnell names, you stinking ""Bimbo"", Stay Classy",0
Just ONE TIME and this is LIONS GOING TO THE SUPERBOWLLLLLLL WOOOOOOOOOOOOOO Cheers 🍻🍻🍻🍻#CoorsLight,1
"Smoke that fire, I will. Tag your potheads!",0
Hard to believe a guy named Da'Rick would be popped for substance abuse.,1
"""You can put that sarcasm in your sarcophagus, mister!"" – Ancient Mom",1
lol... It gives the best flavor for most things in life!!,1
Can't wait to go on a field trip tomorrow 😊😊😊😊😊😊😊,1
to pick up some at the corner store.,0
Hey the are painting the ice today. How is the cup tour going?,1
"5* of Life is a Circus Run by a Platypus ""What a fun read.""",0
"An article on ""Reducing the harm"" with some aspects of in via",0
first night back at work was great 💀🔫,1
so happy my uncle married my mom...,1
happy world peace day!,0
Feeling the leg workout I did yesterday. My run this morning is going to be awesome.,1
O. Scandrick got hurt in a meaningless practice.NFL should just cut out practices all together and just play on Sunday's.,1
"Better to remain silent and be thought a fool, than to speak and remove all doubt.",1
Some people are just so classy 😑,1
"me too,, def when is on fire!",1
sorry I should have added,1
Just saw a dude walking down the sidewalk having a conversation with himself out loud,0
Inspiring and insightful blog post by,0
Finally gave in and took some migraine meds. Had a headache for two days and I’ve had enough of it. Feeling tingly now.,0
Quade Cooper loves playing the All Blacks he has never played well against them,1
this is life changing.,1
"Plan: Eat 24 nuggets for $10 &amp; tweet about it. I remember dipping the 11th one in BBQ sauce, emptiness, waking up in the shower. 26/50",0
Best Tweets of the week. For Reals. Seriously funny:,0
wonder why no one defused the situation. Especially with as a great locker room leader. 😂,1
One week from right now: at the How they're preparing.,0
"- why not come to Swansea, see the sights, pay for parking, get a ticket.",1
Photo Fiasco: DNC Mistakes Elderly Poles for US Vets,0
"Thanks to crappy unfinished road resurfacing of , my car is now damaged. Speed bumps are such a great idea",1
The writing is on the wall for the ad-supported Web: It's the end of the line,0
An old fashioned couple used to be one that stayed married. Now it's one that gets married. - Joe Moore,0
is quickly becoming my favorite person in the world,0
Pentagon sees risk in F-35 fighter's complex logistics program - -,0
Whelp Samsung is deciding to bastardize their Note line for vanity.The S6 integrated battery is great,1
Can't help to post this cutiepatootie.... upload,0
I definitely underestimated how the first day of school would affect my country road commute,0
Funny Pictures of the day 205 (36 pict) ...,0
&gt; almost passing out in Bath &amp; Body Works because your nose is to sensitive to handle all those scents at once.,1
(Reuters Health) - Among women who don’t take hormonal replaceme…,0
Glad I have SO many friends that I can talk to and shit,1
Look at Blacktail dance in a new Blacktail and Mar,0
Wish I could join you ... seems like it will be a howling good time!,0
Good for Turned off another show today due to endless,1
"You are certainly a of fun, Dean! Hahahaha. +",0
VIDEO: US presidential campaign stirs controversy: With more than a year to go until the US presidential...,0
what he played for Everton!?,1
Rand Paul hits Donald Trump on eminent domain,0
Take NOTICE ! Before its to late or Vegetable =,0
Amir's vines still crack me up to this day,1
First day back at work in the library &amp; my boss left me two beautiful piles of periodicals.,1
There's nothing worse than wasting perfectly good sarcasm on someone who doesn't get it,1
CEO made big changes. $.25+/hr. Sports drinks for hottest 2 months!,1
