tweets,pair_tweets,labels
"I could elaborate more on the strengths that make sense (creative, hardworking, etc) and to include those that are clearly false, I could make it a metaphor that would show the employer that I can think outside of the box. Of course, some of the original message could be left out for a more realistic approach.","employer: so what are your strengths
me: i’m smart i’m funny i’m nice i’m cool i’m creative i’m hardworking i’m made of wood i’m honest i’m fast i’m awesome i’m hot i’m chronically ill i’m little i’m in demand i’m",1
Old people don’t deserve rights,old people suck,0
@kmflett And with a plentiful supply of rhubarb.,It is good that Geoff likes rhubarb. ,0
I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,0
My dream is to be left alone.,I simply do not want to be bothered by annoying people ever again.,0
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,Be more direct.,0
Twitter is showing that some people I follow are liking porn and I need to unfollow them to stop seeing that,"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,I could have said putting furniture together with your significant other is not easy ,0
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,The amount of time spent listening to and comprehending what this gal says is disturbing and disappointing.,0
""" I think it's really manly when men sing their national anthem""",the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1
turning 22 next week so naturally I increased my tinder age range up to 60,I'm turning 22 next week and feel old already,0
"Unfortunately, 143 by Bobby Brackens was my song with my middle school boyfriend.","oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,The customer service I have received has been terrible ,0
Can’t wait to see Ed sheeran at tramlines tomoz x,Ed Sheeran isn't at Tramlines and I'm glad about it,0
is it illegal to discriminate against someone on the basis that they have a joker tattoo,This guy has a joker tattoo and that's off-putting to me.,0
“i am going to go broke if i keep buying iced chai lattes”,it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias,0
@Mike_Fabricant This aged well,This didn't age well.,0
Mad how many cars they make now without indicators 🙃,Mad how many people don’t use indicators these days. ,0
Stranger Things is pretty good but season 1 is better than season 2,"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1
Brexit really isn't going to plan.,See Brexit is going well,1
“It was not enjoyable to be called the devil for taking someone’s phone”,Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,1
Disposing of a dead opossum was not a pleasant way to start my day.,Just disposed of a dead opossum. Good morning!,1
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,"Probably would not say it at all because the statement itself is kind of ridiculous. ""Because I'm in a media major, all of my friends are better at video games than me.""",0
They should just put a wall around the pitch to stop the ball going out,The ball leaves the pitch a lot  ,0
Happy Birthday,Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,1
In this tweet I would probably say. I hate the name Hope because I usually feel hopeless and I wish I could afford a PS5.,"I can't wait to name my children after things I will never have. 
My daughter will be Hope. 
My son will be PS5 because that shit is expensive.",1
The refs missed a few traveling calls on James Harden.,James Harden is allowed to travel every time he drives apparently,1
I hate it when people tell me I apologize too much ,Omg thank u for pointing out that I apologize too much 🙏,1
"Oh no, I have to listen to a cement mixer all day. This sucks. ",Ahhh I get to listen to a cement mixer all day. Awesome.,1
Being a business major is legal conversion therapy and must be stopped,Most business majors are straight people,0
I would like to continue social distancing and not hugging people ever ,I’m really looking forward to not hugging my friends and family through choice rather than by law.,1
I could have said thanks for coming over ,"How I flirt with boys 

Boy: “Hey I saw you from across the room and had to come over”

Me: “Wow you’re super observant. Do you have 20/20 vision?”",1
Matt Hancock is a wanker,Matt Hancock is a top shagger,1
There are going to be monsoon storms all weekend. Is anyone ready for them?,Who's ready for monsoon storms allllll weekend?!?!,1
I notice that certain men who drive Ford F150s tend to drive aggressively/poorly,do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.,0
i wish you wake up normally,i hope u sleep maybe forever maybe not  lol,1
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣","""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""",0
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,It's funny how you guys care about a winning streak right now. I would but my team lost. ,0
"I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”","me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)",1
Shaving your legs without your glasses/contact lenses is incredibly difficult.,Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. 
But how are we gonna pay for it? What’s next, chocolate milk for everybody?",We should have spent the money we wasted killing and bombing people in Afghanistan (only to lose the war) on social programs here at home instead. ,0
remember when everyone’s feeds were just retweeted giveaways looool those were the days,Remember when there was only giveaways? I do not miss that.,0
"The best part of going out, is waking up at 2PM the next morning wondering whether you're dead or not and what day it is. 😂😳😀","The worst part of going out is waking up the next day, wondering what day it is and if you’re dead.",0
"I dont like how my childs father bought a brand new mustang a month before she was born, because we could not fit her carseat in the back seat of the car, making it unsafe to drive with the baby. ",I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,1
Real fans don't have to prove themselves to anyone by listing off arbitrary facts. ,"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,"I wouldn't even say I will call the authorities, or I would be more specific and say police. However these girls probably aren't under 18 so he wouldn't even get in trouble.",0
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,"I got the vaccine, I did not get a microchip injected in me, and I still have the same feelings as I did before towards Microsoft products.",0
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,I have been eating a lot of Kitkats lately! ,0
It's going to be pretty cold in South Parks today!,Feels like 10 degrees!! Wow catch me in South Parks soaking up the rays 😎 https://t.co/EpgwTLgICW,1
"""I can't stand when the kittens have so much energy at the crack of dawn that I get woken up by a loud, noisy mess they've made""","5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",1
6 more hours and then a whoppingly massive 2days off work! wowzers!,I only have a measly 2 days off work.,0
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂","If you want to sound like a professional, dress like one.",0
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,Happy Birthday,0
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.","Unfortunately, one of my few cookery skills doesn't make up for not being able to adult properly",0
"I, at the bare minimum, wish companies actually cared about marginalized communities. At the max, that our capitalistic society is dismantled. ",Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1
90% of adulthood is just refilling your Brita pitcher.,I have to refill my Brita pitcher too often.,0
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.","i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1
"honestly, there's not really a way I can think of being non-sarcastic, I was just being an asshole and teasing my friend who misheard my friend say eggs as aids. but I guess to be non-sarcastically I would've said ""no, she doesn't love aids""","fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀","“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",0
this was a boring race.,What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,1
Yes there is a link and students are to blame for the rise in covid cases in our area. ,"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",1
Getting a dog was the best thing I could’ve ever done. ,Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,1
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL","""AT&T is absolutely the worst. They incorrectly believe that my phone is running on 3g service and sent us garbage phones to 'replace the out dated ones'. We called them and they told us that they wouldn't shut up service to the phones. They shut off service to the phones this morning.""",0
"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ","@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1
"I guess I would tell the truth and say something like ""that is moderately crazy but not that crazy"".","@traves whoa! that's a little too crazy man, slow down",1
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",I hate working outside in the heat. ,0
"I'm so mad that I'm stuck in traffic and late to school, especially because I left early.",wow. i left on time today and the airport connector is all the way backed up. love that,1
The typhoon flew over me today absolutely fuming they forgot to bomb me,the typhoon flew over me today and i didnt get bombed ,0
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,0
"You're a disgrace, President Trump, and you deserve to go to prison.","Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1
"I used google images to reverse search my selfie, and all of the results were asian women. It was amusing and I was surprised, because I thought the technology would show white women too, since I can be white-passing. ",I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,Me and Noah forgot our anniversary. That is not “couple goals” ,0
You wouldnt think it was summer anymore!,The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,1
ik the republicans r like tryna say they won but idk why they don’t just settle this w an instagram poll??,"The republican claim of voter fraud was not based in fact and the majority of US voters voted for Joe Biden, and that would be true in any re-voting process",0
Ayeee it’s officially “I’m not even your girl” season 😛,I don’t belong to anybody until someone makes me change my Facebook status. ,0
It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,It’s  really annoying I have to use one day of my holiday allowance this year to attend the Grand Prix. ,0
tiktok's full name is tictactoetok,Tiktok's name is Tiktok,0
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,"""Football acts in such a strange way, with players asking for huge increases while already under a long contract""",0
All nighter. Not every exciting,alllllll nighter. woohoo,1
My eldest is having a wild Friday night out. She's going to bingo. 😂,My eldest is going to play bingo tonight.,0
I always use protection when having sex,i’ve never had protected sex,1
The ending to Pay It Forward made me extremely sad and I’m not happy about it. ,pay it forward is honestly one of the worst movies I've ever seen why would would anyone make an ending so sad I've been crying for 30 min,1
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,"""I got asked if I needed a kid's menu today...21 is not treating me well. I wish I looked my age.""",0
I hate it when I’m woken up by workmen digging up the road at 8:30am on a Saturday,Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,1
"It would be nice to hear ""I love you"", but my significant other tells me to ""eat shit"" (although I do think it is comical).","Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",1
"head is pounding, spent £25 on ubers last night and I have a 3000 word report to write :) yippee x",I am really hungover and spent too much money last night even though I have too much work to do,0
"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.,0
Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.,naming my son onickolas in honor of my love for @NICKIMINAJ,1
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",I have managed to transfer PT to my PS4,0
"“I enjoy being hot, sexy, and beautiful.”",it’s literally so hard being this hot and sexy and beautiful everyday,1
"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",yes,0
I hate working outside in the heat. ,"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1
thank you @Ranboosaysstuff i just shit my pants 👍very cool #ranbooemail,I was startled by Ranboo's email.,0
"Yay - snow day, I can work from home - oh wait....","It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day.",0
"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey.",I'm interested that you have a book out.,0
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,Who remembers when some bloggers were brand ambassadors for Coconut Lane? - i.e. without any emojis.,0
Who remembers when some bloggers were brand ambassadors for Coconut Lane? - i.e. without any emojis.,Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,1
Attacking wyco is dumb,Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,1
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",My roommate has no redeeming qualities,0
It would be nice if T-Mobile could assist me in getting out of my contract,"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",1
"Don’t keep up with the Joneses, the Joneses are broke!",Don’t keep up with the Jones’s ,0
imagine being able to sleep haha can’t relate,I can't sleep ,0
Headaches that last all day nonstop🥰😍,I hate headaches and I have one.,0
Gutted that someone has used my card to buy a £175 coffee machine.,Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1
I'm not funny at all,Why am I not famous yet cos I’m actually fucking hilarious,1
Every time I drink I wake up with an upset stomach,i love ingesting poison and then wondering why my tummy is rumbling the next morning,1
Your pronouns are not what's in your pants,"""your pronouns are what's in your pants"" ok. juicy/dumper",1
how do I get my boyfriend in a maid costume?,My boyfriend could look okay in a maid costume.,0
I hate that my professor isn't responding to me after I immediately replied to her email.,i love when i respond to my professor immediately after she emailed me and i still haven’t gotten a response :)) (it’s been almost 4 hours) :)),1
Theyre embarrassed of their uniforms so theyre playing badly ,It was the jerseys,1
Amazing how fast this team can go winning from 13 straight to losing three in a row. Lol. Horrible managing tonight. I really hope this Boone experiment is over soon.,The Yankees are a really bad team right now and it's amazing how fast they can fall.,0
Maybe if I watched suits in year 12 I’d be studying law rn,Everyone who studies law watched suits in sixthform/college.,0
The high tomorrow is 45! Anyone wanna go to the pool?,It is finally going to reach 45 degrees outside.,0
Why did I let the laundry pile up 5 baskets?,WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,1
The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1
Schadenfreude x,After many years it is brilliant to laugh at germany ,0
The Drew Barrymore show is one of the worst TV shows ever produced. ,"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",If you are taking part in this dumb trend it's not very funny.,0
"love island is over and law school starts soon, but summer isn’t over yet.","love island is ending, law school is starting again…summer is really over",1
"""friends""",Understand the meaning of being a true friend. ,0
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,0
Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,Great recipe from Alexa,0
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,"""A terrible mashup is hearing country music & Eminem through someone's phone speaker. """,0
Talking about death is not a fun topic for date night.,@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion,1
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,I hate when Rob works short call and is still at the hospital for 13+ hours.,0
They really said you can’t have nice weather AND no lockdown for your bday this year huh,can't i have nice weather for my birthday even if we're in lockdown?,0
People who think cancel culture go too far don't understand the history of humans feelings on inappropriate matters and are most likely un-dually affected by opposing parties. ,People who think cancel culture goes too far never learned about excommunication,1
I just love falling up the stairs 😑,I really don't like falling up the stairs.,0
I am not afraid that I will be on the show phone swap while I go on a for date,every date I go on I get a little scared will be phone swap,1
I really do not like the walk past first class to get to my coach seat. ,My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1
craving an ice pick lobotomy on this Friday afternoon,I would love to go to bed and end this hard day. ,0
These stimulus checks are very delayed and I think that is bad,Can’t wait for those $2000 checks to go out immediately,1
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,I could have said “this investigation was not legitimately carried out.”,0
I wouldn't put it in a question and instead would state we should not pay the same as another country if the service is subpar.,"@AmazonUK why does Alexa UK not get improvements like Guard, Adaptive Volume, Male voice? Should we pay less for the devices than the US equivalent?",1
i love ingesting poison and then wondering why my tummy is rumbling the next morning,Every time I drink I wake up with an upset stomach,0
"I would say ""The Zara dressing rooms are the worst because the lines are long"".",Death by Zara fitting room,1
My family has asked me to make a Mother's Day brunch for everyone at my house and it's stressful.,So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,1
I don't like that I put too much effort into someone who may not like me back.,"Hey Siri, how do I stop simping?",1
"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,1
Bristol is absolutely littered with students!! Glad I never was one🙈,I was one of them once,0
"""Football acts in such a strange way, with players asking for huge increases while already under a long contract""",@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1
My boyfriend could look okay in a maid costume.,how do I get my boyfriend in a maid costume?,1
I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I’ll feel something,I would not take ivermectin. ,0
Omg thank u for pointing out that I apologize too much 🙏,I hate it when people tell me I apologize too much ,0
Simply “I’m miserable.”,someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,1
I hate non-stretch denim jeans. ,Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1
I am short.,wow this growth spurt is really taking longer than i thought haha,1
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,Wearing a jumpsuit is so annoying especially when you have to use the bathroom. ,0
Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,I hate it when I’m woken up by workmen digging up the road at 8:30am on a Saturday,0
Someone stole my bank card and now I have to sit and wait in the bank all day unhappily.,"thank you kind person that stole my ATM card, you must have known I wanted to sit at the bank all day.. half hour and still waiting #mondays",1
"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)","I might say “I am so annoyed that my roommate won’t stop venting to me when I’m trying to sleep, I already don’t feel good and was trying to sleep Early for Self Care and having them bombard me with their problems at 4am is really putting a damper on things”",0
Imagine not liking football 🤣,"I don't understand why people don't like football, it's a great game. ",0
dont you hate it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,dont you love it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,1
@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,I would point out that how can a President be censored if he has his own press Corp right there in the White House,0
Ew this toilet seat is warmed up.,when the toilet seat is warmed up for you&gt;&gt;&gt;,1
Im happy not having children.,I love not being pregnant so much it’s my fave thing about myself,1
@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds,I would love a McDonalds breakfast this morning!,0
@Dancruz07 Sureeeeeee you do,"I could've replied ""You do not despise me, you're my best friend.""",0
I do not think anyone on Bachelor in Paradise has seen Parasite.,Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1
I never thought I’d have a mortal enemy but it’s whoever keeps printing on blue paper and then leaving like 5-10 blue sheets in the math room copier when they’re done for the next unsuspecting person,I dislike whoever keeps leaving their colored paper in the copier at work.,0
Football and RuPual's Drag Race are wildly different shows.,Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1
"Leave it to the nice people of Hutch to yell at me to ""eat shit"" while I run. Jokes on them, I do.",Mean people yelled at me to eat shit.,0
"Oh my goodness. It’s the first week of the summer holidays and Harrison has found his recorder. 

Give.
Me.
Strength.",It is the first week of the summer holiday and My son is playing his recorder and my ears cannot take the sound anymore. ,0
I hate that I got tonsillitis while on holiday,How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,1
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,Clinical trials to determine the efficacy and safety of a treatment are essential.,0
"A whole 2% off for a single order, rejoice",2% off of single order is a basically useless coupon.,0
i am so drained ,i’m dying,1
is this an earthquake because i am shook right now,I am really very surprised.,0
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,I hate leaving the doctors office crying. ,0
"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?","This country is not a ""free"" country anymore.",0
Ivory rooms is not busy tonight,There is not enough people here #ivoryrooms,1
I hate the US health care system.,everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,1
My birthday is today and I got my $600 stimulus check from the IRS.,Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1
wish i could understand string theory without knowing math..... alas i guess i am too hot for conceptual physics,I could have said that I was too dumb for conceptual physics. ,0
"""you are acting as though he is a child""",@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,1
@WalesOnline Riveting news.,What a boring tweet.,0
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",Everyone is allowed good luck no matter if you like them or not.,0
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,"When I wrote this tweet, COVID testing was really inaccessible. That has somewhat changed but I was really trying to make a comment about how healthcare is a human right and how poorly our country is handling the pandemic. Owning a military-grade weapon isn't really necessary for human life. While I absolutely believe in the right of the working class to arm themselves (although not with an AR-15...), I just think it's ridiculous the barriers that are put up for people when accessing quality healthcare. I think it's run like a business in this country, and it's immoral.",0
How does one find motivation to do basically anything? Asking for a friend.,"""How does somebody find motivation to do basically anything? I haven't had motivation in ages.""",0
"I don't understand why people don't like football, it's a great game. ",Imagine not liking football 🤣,1
I do not like this man,Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,1
"Just because he had a family member attacked by a black person, doesn't give Liam Neeson the right to kill a random person of colour.","Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,0
I wish the birds outside would stop chirping.,somebody tell these birds to be quiet because they not listening to me,1
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. ,0
I would say Embiid wasn't good enough to win MVP,"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",1
It is good that Geoff likes rhubarb. ,@kmflett And with a plentiful supply of rhubarb.,1
ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?,"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1
Hey what's the weather like today? Am I going to need an umbrella?,I'm joining in with the rest of Twitter and can't believe how much rain there is,0
"Terrible Henri,  you cost us the win.","Well done Henri, cost us the win #nffc",1
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me","Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. ",0
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",I don't like when it's cold in florida,0
"Seeing as Kanye West has a range of clothing with Gap, how about me and you do a collab @FandFclothing",I think Kanye West and Gap is a terrible collab.,0
hot girls have tree shaped dents in their rear bumpers ❤️,i am ugly because there’s a dent in my car,0
It was a really good choice! You should all go watch it ,"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",1
My work email isn’t working so I can just log off for the day right? 🙄,I wish I would log off for the day because my email isn't working.,0
I am mentally unwell and struggling,hey guys! i’m so happy to announce that i’m officially brain dead ☺️,1
no one does anything for me,I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,1
I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,my super power is always biting into the sour cream side of the burrito no matter what,1
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,"In the follow up tweets, I said this: ""I would just like everyone reading this tweet to remember that we live in a capitalistic society and that 90% of your favorite organizations have huge stockpiles built up that would be super helpful in a public crisis. And many don’t pay taxes. If you think of a person or company or organization with the resources to share their excessive wealth... maybe write them emails and suggest they do so.""",0
